2022_02_22_085305_JT4004_330587_2.csv,1
2022_02_24_115413_JT4016_069230_2.csv,1
2022_02_21_085843_JT4012_005030_1.csv,1
2022_02_22_130642_JT4002_158598_2.csv,1
2022_02_18_085808_JT4004_329466_2.csv,1
2022_02_17_083158_JT4004_328699_1.csv,1
2022_02_22_110834_JT4002_158417_2.csv,1
2022_02_22_145601_JT4002_158745_1.csv,1
2022_02_22_043224_JT4012_005721_1.csv,1
2022_02_24_020744_JT4002_159018_2.csv,1
2022_02_21_191228_JT4012_005530_2.csv,1
2022_02_21_072904_JT4012_004906_1.csv,1
2022_02_18_190215_JT4018_004812_2.csv,1
2022_02_21_171505_JT4002_157709_2.csv,1
2022_02_23_164330_JT4004_331859_1.csv,1
2022_02_21_123216_JT4012_005178_1.csv,1
2022_02_17_195809_JT4018_004404_2.csv,1
2022_02_22_035018_JT4004_330277_2.csv,1
2022_02_21_122428_JT4012_005168_1.csv,1
2022_02_21_131053_JT4012_005231_2.csv,1
2022_02_23_014723_JT4004_331087_1.csv,1
2022_02_23_042550_JT4004_331285_1.csv,1
2022_02_24_011205_JT4002_158927_2.csv,1
2022_02_17_202554_JT4018_004442_1.csv,1
2022_02_17_133742_JT4004_328835_2.csv,0
2022_02_22_140808_JT4002_158681_1.csv,1
2022_02_22_150950_JT4002_158767_1.csv,1
2022_02_23_171358_JT4018_004892_2.csv,1
2022_02_23_003040_JT4004_330969_2.csv,1
2022_02_22_100903_JT4002_158327_1.csv,1
2022_02_18_053345_JT4004_329359_1.csv,1
2022_02_23_175156_JT4018_004943_1.csv,1
2022_02_23_153144_JT4004_331758_1.csv,1
2022_02_18_090639_JT4004_329481_2.csv,1
2022_02_23_072920_JT4016_068928_1.csv,1
2022_02_23_172117_JT4018_004901_1.csv,1
2022_02_22_154754_JT4002_158827_1.csv,1
2022_02_22_205043_JT4004_330677_2.csv,1
2022_02_23_160557_JT4004_331813_1.csv,1
2022_02_22_233148_JT4004_330878_2.csv,1
2022_02_17_190808_JT4004_329194_1.csv,1
2022_02_17_145650_JT4004_328926_1.csv,1
2022_02_18_102357_JT4004_329577_2.csv,1
2022_02_17_211712_JT4018_004480_2.csv,1
2022_02_18_134726_JT4004_329822_1.csv,1
2022_02_22_072938_JT4004_330472_2.csv,1
2022_02_21_073359_JT4012_004911_1.csv,1
2022_02_17_161349_JT4004_329041_2.csv,1
2022_02_24_003305_JT4012_006227_1.csv,1
2022_02_19_000708_JT4016_068435_2.csv,1
2022_02_17_220327_JT4018_004552_1.csv,1
2022_02_18_100006_JT4004_329550_2.csv,1
2022_02_18_055135_JT4004_329382_1.csv,1
2022_02_17_175651_JT4013_002651_1.csv,1
2022_02_24_013709_JT4002_158970_1.csv,1
2022_02_20_220857_JT4002_156839_1.csv,1
2022_02_19_021203_JT4016_068577_1.csv,1
2022_02_21_105131_JT4004_330024_1.csv,1
2022_02_23_162632_JT4004_331837_1.csv,1
2022_02_21_081827_JT4012_004968_1.csv,1
2022_02_24_111857_JT4016_069179_1.csv,1
2022_02_21_180632_JT4002_157784_2.csv,1
2022_02_23_231940_JT4012_006120_2.csv,1
2022_02_21_161938_JT4002_157623_2.csv,1
2022_02_21_073838_JT4012_004915_2.csv,1
2022_02_22_223819_JT4004_330800_1.csv,1
2022_02_24_085917_JT4002_159599_2.csv,1
2022_02_23_103513_JT4016_069075_2.csv,1
2022_02_22_011339_JT4002_158160_2.csv,1
2022_02_21_205423_JT4002_157788_2.csv,1
2022_02_22_224831_JT4004_330812_2.csv,1
2022_02_22_214004_JT4004_330720_2.csv,1
2022_02_17_213046_JT4018_004506_2.csv,1
2022_02_18_202511_JT4013_002839_2.csv,1
2022_02_24_012253_JT4002_158944_2.csv,1
2022_02_22_045427_JT4012_005754_2.csv,1
2022_02_23_083916_JT4999_000007_2.csv,1
2022_02_18_125134_JT4004_329735_2.csv,1
2022_02_24_061923_JT4002_159378_2.csv,1
2022_02_22_125714_JT4002_158584_2.csv,1
2022_02_21_140516_JT4012_005284_2.csv,1
2022_02_18_130249_JT4004_329750_1.csv,1
2022_02_22_034840_JT4004_330276_1.csv,1
2022_02_21_173534_JT4002_157739_1.csv,1
2022_02_17_061816_JT4018_004205_1.csv,1
2022_02_22_081557_JT4004_330531_1.csv,1
2022_02_21_025839_JT4002_157251_1.csv,1
2022_02_22_221021_JT4004_330761_1.csv,1
2022_02_24_102624_JT4016_069097_1.csv,1
2022_02_23_133838_JT4004_331608_2.csv,1
2022_02_17_235500_JT4018_004582_1.csv,1
